Block,Borough,OBJECTID,the_geom,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteTy,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
3155,BX,1093,"MULTIPOLYGON (((-73.89429953478114 40.86556127945704, -73.89425352397836 40.865540840303524, -73.89418536778166 40.865510562784344, -73.89418862815754 40.86550633167081, -73.89417009679518 40.865498099506645, -73.89413988407063 40.865484677905876, -73.894135902568 40.86548290929287, -73.89415490141191 40.865458261403965, -73.8941713501471 40.865465568658394, -73.89417694132008 40.865468051934414, -73.8941882890302 40.865453330326616, -73.89423129258249 40.86547243492547, -73.89423946776569 40.86547606599018, -73.89425051474345 40.86546173491322, -73.89426017395205 40.86546602559468, -73.89433656815096 40.86549996210049, -73.89434418860911 40.865503347716555, -73.89432487483873 40.86552840507086, -73.89429953478114 40.86556127945704)))",1,"Poe Park, 2640 Grand Concourse",2031550001,Edgar Allen Poe Cottage,LP-00110,"Borough of The Bronx Tax Map Block 3155, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,02/15/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0110.pdf,155.876924447,1091.92073076
3343,BX,1094,"MULTIPOLYGON (((-73.87947730495296 40.877449629607746, -73.87946507888078 40.87744792572239, -73.87935580097918 40.877432694143, -73.87938556730394 40.877309653740724, -73.87940022005452 40.877311696052516, -73.87950707224846 40.8773265882752, -73.87947730495296 40.877449629607746)))",500,3266 Bainbridge Avenue,2033430500,Isaac Valentine House,LP-00119,"Borough of The Bronx Tax Map Block 3343, Lot 500 in part, consisting of the land on which the described building is situated.",Footprint,Designated,now the Valentine-Varian House,03/15/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0119.pdf,159.48245751,1557.08983882
0,MN,1095,"MULTIPOLYGON (((-74.01451213966087 40.70415696139438, -74.0144764698201 40.70414815528039, -74.01448096758195 40.70413760522105, -74.01445621892452 40.70413149475861, -74.01448925374193 40.70405400248026, -74.014498598675 40.704056309314915, -74.01451037348646 40.704028689139484, -74.01457891087995 40.704045610097644, -74.01456713727713 40.70407323027988, -74.01457447051571 40.70407504118099, -74.01454143697038 40.70415253438389, -74.01451663741767 40.704146411333646, -74.01451213966087 40.70415696139438)))",0,Battery Park,1000030001,"Interborough Rapid Transit System, Battery Park Control House",LP-00829,"Borough of Manhattan, Tax Map Block 3, Lot 1 in part, consisting of the land on which the described improvement is situated.",Footprint,Designated,,11/20/1973 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0829.pdf,138.282699253,990.654814574
841,MN,1243,"MULTIPOLYGON (((-73.98249445852291 40.752393914566404, -73.98201625106667 40.75219277148644, -73.98207425055557 40.75211310828452, -73.98255470356396 40.75231116633373, -73.98249445852291 40.752393914566404)))",49,452 Fifth Avenue,1008410049,Knox Building,LP-01091,"Borough of Manhattan, Tax Map Block 841, Lot 49.",Block and Lot,Designated,,09/23/1980 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1091.pdf,370.461712996,5120.36282256
4441,SI,1098,"MULTIPOLYGON (((-74.14732154716256 40.5709582293513, -74.14726081530685 40.570923932343845, -74.14722258819296 40.5709023444044, -74.14722599453589 40.5708988369926, -74.14717849386636 40.57087201265796, -74.1472145532533 40.57083488279146, -74.14726205391104 40.57086170711131, -74.14727558029062 40.57084777934515, -74.14728723878542 40.570854363452064, -74.14737453922176 40.570903663346165, -74.14732154716256 40.5709582293513)))",200,74 Arthur Kill Road,5044410200,Parsonage,LP-00397-C,"Borough of Richmond Tax Map Block 4463, Lot 13 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-C.pdf,150.738614819,1122.6995122
4444,SI,1099,"MULTIPOLYGON (((-74.14751376633588 40.57145391943956, -74.14750304088238 40.57144850664255, -74.14745587822364 40.57142470325383, -74.14741780361211 40.57140548716949, -74.14746589319918 40.57135008362315, -74.14748361759703 40.571359029206704, -74.14753320502969 40.57138405598637, -74.14756185469726 40.571398515854774, -74.14751376633588 40.57145391943956)))",1,59 Arthur Kill Road,5044440001,Voorlezer's House,LP-00397-A,"Borough of Richmond Tax Map Block 2278, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-A.pdf,112.351740717,773.861715157
4444,SI,1100,"MULTIPOLYGON (((-74.14723642853477 40.57211629777712, -74.1471261338242 40.57211755574186, -74.14712592223339 40.572106741597345, -74.14712422750662 40.57202039143882, -74.14713416024107 40.57202027875884, -74.14713313050844 40.57196776320802, -74.14715212444045 40.57196754706679, -74.14723349224724 40.57196661882652, -74.1472336279403 40.57197353108945, -74.14723557310745 40.57207271161895, -74.14723642853477 40.57211629777712)))",1,37-39 Arthur Kill Road,5044440001,Treasure House,LP-00397-B,"Borough of Richmond Tax Map Block 2278, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-B.pdf,170.365391477,1618.48580385
4441,SI,1101,"MULTIPOLYGON (((-74.14595430450296 40.57141107062466, -74.14584291780335 40.57142550163957, -74.14582893424883 40.57136273832622, -74.14581276704615 40.57129018276214, -74.14578873572742 40.57118232395158, -74.14581963682286 40.57117832061491, -74.14588504456144 40.57116984646746, -74.14589012515566 40.571192650337494, -74.14604392340718 40.57117272438637, -74.14610724262837 40.57116452112428, -74.14612130273316 40.571227627408106, -74.1461217332779 40.57122955938906, -74.14611114445174 40.571230931751465, -74.14608183716363 40.571234728720306, -74.14608306677933 40.57124024738075, -74.14608520877108 40.57124986227391, -74.14604712014479 40.571254796958705, -74.14595669062507 40.57126651246781, -74.14596034962894 40.5712829352129, -74.14596180226245 40.57128945677712, -74.14592817865066 40.571293813014506, -74.1459534529609 40.57140724897397, -74.14595430450296 40.57141107062466)))",1,303 Center Street,5044410001,"Historical Museum, Historic Richmond Town",LP-00397-D,"Borough of Richmond Tax Map Block 4443, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,County Clerk's and Surrogate's Offices,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-D.pdf,356.375473805,4489.19610814
4441,SI,1102,"MULTIPOLYGON (((-74.14572783086771 40.57100837369018, -74.14564629219203 40.57101815055075, -74.14559871890339 40.57102385535506, -74.1455654571466 40.571027843613365, -74.14555781248364 40.57099077234293, -74.14547640485443 40.571000533607894, -74.1454627006548 40.57093407593695, -74.14554139513113 40.570924639606794, -74.14552867436505 40.5708629534848, -74.14561222464874 40.57085293551813, -74.14566152270379 40.570847024101525, -74.14569376076592 40.57084315868465, -74.14570648167883 40.570904843887895, -74.14578897178986 40.57089495321116, -74.14580267512511 40.570961410844916, -74.14572018611686 40.57097130243049, -74.14572783086771 40.57100837369018)))",1,302 Center Street,5044410001,Third County Courthouse,LP-00397-E,"Borough of Richmond Tax Map Block 4442, Lot 11 in part, consisting of the land on which the described building is situated.",Footprint,Designated,now Visitors Center,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-E.pdf,305.377778141,3929.4996643
4441,SI,1103,"MULTIPOLYGON (((-74.14561257731933 40.57142697893861, -74.14555303039624 40.57143495291686, -74.14552380434114 40.571308051809716, -74.1455191022355 40.5712876329376, -74.14549985382885 40.57129021031038, -74.14549613412568 40.57127406138749, -74.14542615559577 40.571283432620476, -74.14541997160644 40.571256578661, -74.14541685994489 40.571243067506735, -74.14548683843368 40.57123369627941, -74.14548321529846 40.57121796327672, -74.14556201041619 40.57120741105404, -74.14556672325186 40.57122787313622, -74.145582158924 40.57129489683075, -74.1455875990339 40.571318519736735, -74.14560921099348 40.57131562506982, -74.1456257197275 40.57138730581857, -74.14560410774347 40.57139019958801, -74.14561257731933 40.57142697893861)))",1,249 Center Street,5044410001,Stephens-Black House,LP-00397-F,"Borough of Richmond Tax Map Block 4441, Lot 4 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-F.pdf,258.556941532,1965.61968493
4441,SI,1104,"MULTIPOLYGON (((-74.14572369150011 40.57178941228359, -74.14570392459305 40.571792022767006, -74.14555535575656 40.57181164716194, -74.14553187936625 40.57181474769927, -74.14552591148822 40.57178847701359, -74.14552164871839 40.57176971095139, -74.1455199495688 40.571762228833144, -74.14559541514349 40.571752259844786, -74.14559210746005 40.57173769893107, -74.1456757687654 40.57172664787639, -74.14568868577577 40.57172494120815, -74.1457084514826 40.57172233072887, -74.14572369150011 40.57178941228359)))",1,3728 Richmond Road,5044410001,Bennett House,LP-00397-G,"Borough of Richmond Tax Map Block 4441, Lot 4 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-G.pdf,157.768908238,1226.8333341
4441,SI,1105,"MULTIPOLYGON (((-74.14603747667904 40.57090156620412, -74.14586259904078 40.57084344511506, -74.145954957509 40.57074735514772, -74.14609748168473 40.570798752497545, -74.14603747667904 40.57090156620412)))",100,Center Street,0,Rezeau-Van Pelt Cemetery,LP-00397-H,"Borough of Richmond Tax Map Block 4442, Lot 11 in part, consisting of the land on which the described cemetery is situated.",Footprint,Designated,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-H.pdf,181.202366081,2019.73941978
4444,SI,1106,"MULTIPOLYGON (((-74.14732552056562 40.57175850996899, -74.14722881930356 40.571737872321364, -74.1472703247026 40.571624786904515, -74.14736702581577 40.571645425417856, -74.14734378397644 40.5717087513983, -74.14733008466395 40.57174607685763, -74.14732552056562 40.57175850996899)))",1,43 Arthur Kill Road,5044440001,Boehm-Frost House,LP-00397-I,"Borough of Richmond Tax Map Block 2278, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,now Boehm House,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-I.pdf,141.360355265,1193.53253789
4441,SI,1107,"MULTIPOLYGON (((-74.14562138588333 40.571473531266626, -74.14556568399091 40.571478760977215, -74.14556109073425 40.57145031738264, -74.14555993554198 40.57144316596906, -74.14561563740503 40.57143793626125, -74.14561629341655 40.571441998602616, -74.14562138588333 40.571473531266626)))",1,Court Place,5044410001,Eltingville Store,LP-00397-J,"Borough of Richmond Tax Map Block 4441, Lot 4 in part, consisting of the land on which the described building is situated.",Footprint,Designated,"now Print Shop, designated as Grocery Store",08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-J.pdf,57.3155965045,203.722135247
2359,SI,1108,"MULTIPOLYGON (((-74.146282897895 40.57218121376431, -74.14617719490062 40.572188539918024, -74.14617673414203 40.57218467724836, -74.1461074710422 40.57218947781535, -74.14610530438806 40.57217130255582, -74.14610157017574 40.572139970805786, -74.1461725465292 40.57213505189439, -74.146171683944 40.57212781276393, -74.14627567354094 40.572120605865216, -74.14628196192612 40.5721733659726, -74.146282897895 40.57218121376431)))",1,3749 Richmond Road,5023590001,Kruser-Finley House,LP-00397-K,"Borough of Richmond Tax Map Block 2278, Lot 1 in part, consisting of the land on which the described building is sitauted.",Footprint,Designated,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-K.pdf,141.960502816,1002.44427609
2359,SI,1109,"MULTIPOLYGON (((-74.14596424871341 40.572197172074226, -74.14587708998961 40.5721908872531, -74.14587735807719 40.5721887292526, -74.14588371187864 40.572137482162425, -74.14588463913766 40.57213000842117, -74.14590895997964 40.5721317623749, -74.14597179778269 40.57213629323668, -74.14596771513767 40.57216921804824, -74.14596424871341 40.572197172074226)))",1,3741 Richmond Road,5023590001,Basketmaker's House,LP-00397-L,"Borough of Richmond Tax Map Block 2278, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-L.pdf,93.2007748033,541.854763335
2359,SI,1110,"MULTIPOLYGON (((-74.14532464745646 40.57210009312827, -74.14530446964633 40.57200072220934, -74.14532138242535 40.57199872506153, -74.14546097391717 40.571982243466586, -74.14546449190671 40.571999567831256, -74.14546603185173 40.57200715281171, -74.14555045168449 40.57199718512177, -74.14555486621114 40.57201892362608, -74.14558620413897 40.57201522327679, -74.14559495325915 40.57205831585936, -74.14554309800305 40.572064438507, -74.14554620297322 40.572079727303404, -74.1455141424565 40.57208351320652, -74.14551103749146 40.572068223508786, -74.14547822372298 40.572072097707, -74.1454801790996 40.572081729056386, -74.14541373807562 40.57208957391129, -74.14541671290185 40.572104223502535, -74.14538317301039 40.57210818324222, -74.14538019819128 40.572093533650104, -74.14532464745646 40.57210009312827)))",1,3711 Richmond Road,5023590001,Guyon-Lake-Tysen House,LP-00397-M,"Borough of Richmond Tax Map Block 2278, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0397-M.pdf,248.422961925,2419.754805
2359,SI,1111,"MULTIPOLYGON (((-74.14599418921793 40.57204685516944, -74.14593037836755 40.572047177589546, -74.1457706609401 40.57205115447777, -74.14576712437155 40.571968532113836, -74.1457667423774 40.57195962279546, -74.14582529661855 40.57195816527237, -74.1459258691442 40.57195566107103, -74.14592605708538 40.57196006350337, -74.14599076964146 40.57195845128713, -74.14599323864972 40.57201610161759, -74.14599418921793 40.57204685516944)))",1,3731 Richmond Road,5023590001,Britton Cottage,LP-00942,"Borough of Staten Island Tax Map Block 2359, Lot 1 in part consisting of the land on which the described building is situated.",Footprint,Designated,designated as the Cubberly-Britton Cottage,11/09/1976 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0942.pdf,191.533604834,2050.61660693
4444,SI,1112,"MULTIPOLYGON (((-74.14794637261949 40.571942975453496, -74.14794409987744 40.571943240433576, -74.14791958967487 40.571946095145684, -74.14778555095069 40.571961709881975, -74.14777411350464 40.571904618644766, -74.14791925608023 40.57188771087743, -74.14793493503919 40.571885884232245, -74.14794525608416 40.571937400834955, -74.14794637261949 40.571942975453496)))",1,3961 Arthur Kill Road,5044440001,Christopher House,LP-00346,"Proposed Site: Borough of Staten Island Tax Map Block 4444, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Proposed,,08/26/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0346.pdf,132.475614956,950.984428926
4441,SI,1113,"MULTIPOLYGON (((-74.14593395250542 40.571776089541125, -74.14585817958323 40.57145654860575, -74.14621469413352 40.571415067416545, -74.14615666786973 40.57120046037697, -74.14623554323323 40.57122230491168, -74.14625790723271 40.571149762487856, -74.14647953182818 40.57122008583776, -74.14629816522712 40.57182047066593, -74.14593395250542 40.571776089541125)))",1,3742 Richmond Road,5044410001,Edwards-Barton House,LP-02093,Too Long,Irregular,Designated,,06/26/2001 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2093.pdf,742.409545673,23529.9141706
4441,SI,1114,"MULTIPOLYGON (((-74.14522101793736 40.57133159561103, -74.14513663349965 40.57134281384634, -74.1451208657476 40.571273849878885, -74.14520525009878 40.57126263075458, -74.14522101793736 40.57133159561103)))",1,"Center Street, between St. Patrick's Place and Court Place",5044410001,Seaman Cottage,LP-02168,"Borough of Staten Island Tax Map Block 4441, Lot 1, in part consisting of the land on which the described improvement is situated.",Footprint,Designated,,12/13/2005 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2168.pdf,98.6028314181,606.92853259
2359,SI,1115,"MULTIPOLYGON (((-74.1466401198377 40.57624095321885, -74.14663227700953 40.576226056829995, -74.14660639440429 40.576176899554945, -74.14672565087156 40.57614039218715, -74.1467799473684 40.576123771167836, -74.14675738897083 40.57608092596536, -74.1467431501932 40.576053883360615, -74.14681471571404 40.57603197489195, -74.14686206292123 40.57601748165096, -74.14688674856036 40.57600992439867, -74.14688915253186 40.576014489691126, -74.14693270527968 40.576001157547374, -74.1469382177016 40.57601162721145, -74.14694483782868 40.57602420088723, -74.14699997757616 40.57612892450591, -74.14696232708569 40.57614044987454, -74.14696570001328 40.57614685550068, -74.14682881573545 40.57618875818442, -74.14681632771057 40.57619258066601, -74.14681380276873 40.57618778589258, -74.1466401198377 40.57624095321885)))",1,Latourette Park,5023590001,David Latourette House,LP-00368,"Borough of Richmond Tax Map Block 2320, Lot 50 in part, consisting of the land on which the described building is situated.",Footprint,Designated,now the Latourette Park Golf Course Club House,07/30/1968 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0368.pdf,324.885495248,4306.0902789
2287,SI,1116,"MULTIPOLYGON (((-74.14121492856644 40.57632721330087, -74.14109801758924 40.576058913911375, -74.14119249293356 40.575917853893465, -74.14146163865031 40.57602243941409, -74.14126611312393 40.576314373717615, -74.14121492856644 40.57632721330087)))",37,Edinboro Road,5022870037,Staten Island Lighthouse,LP-00367,"Borough of Richmond Tax Map Block 2287, Lot 37.",Block and Lot,Designated,,01/17/1968 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0367.pdf,379.018697668,8203.020178
76,SI,1117,"MULTIPOLYGON (((-74.10534760175047 40.644282962526404, -74.10534943922858 40.6442966262151, -74.1052148204425 40.644311217191934, -74.10519561698467 40.64431465312897, -74.10517656878862 40.6443190875959, -74.1051603535208 40.64432371668287, -74.1051461328621 40.64432846551398, -74.10513142416477 40.644334107203484, -74.10512035418297 40.64433887926608, -74.10510135510077 40.64434823230901, -74.10508044534721 40.644360473257315, -74.10506269818032 40.644372794160276, -74.10504757425419 40.64438503612014, -74.10503242613068 40.644399183597855, -74.10501659052237 40.644419709174905, -74.1050033758524 40.64443869337012, -74.10499220500519 40.64445601604189, -74.10497787935796 40.64448047370072, -74.1049655462242 40.644503721042945, -74.10495824148039 40.644518928466034, -74.10495113311168 40.64453496868925, -74.10494609717713 40.64454723834995, -74.1049426943696 40.6445560440257, -74.10493665489928 40.6445729414668, -74.10493301929209 40.64458406799134, -74.10492968733499 40.644595078071845, -74.10483716050119 40.64479723885504, -74.10474953559492 40.64498868432482, -74.10469188376322 40.64511464554129, -74.1046799986485 40.64513121599791, -74.10466501702379 40.64514840972882, -74.10464882793805 40.64516385304773, -74.10463286895958 40.64517676479699, -74.10461636153171 40.645188244317715, -74.10459838222326 40.64519898314751, -74.10457786289066 40.64520936857944, -74.1045544898121 40.64521912894069, -74.10453199054372 40.64522671284992, -74.10451134303864 40.6452322689049, -74.10448895735423 40.64523689539922, -74.1044698780082 40.64523975476966, -74.1044568979455 40.64524115155791, -74.10444402123187 40.645242108797746, -74.10428739581616 40.645260888070936, -74.1041168612657 40.64527821097821, -74.10401926221398 40.64528667232003, -74.1038557545182 40.64529849171827, -74.10375002374991 40.64530457290007, -74.10361480993602 40.645310569788194, -74.10354394373488 40.645312917330706, -74.10344765323705 40.64531523187006, -74.10341938956674 40.64531620733771, -74.10338199051958 40.645317088351895, -74.10333111436013 40.64531753840899, -74.10331166629466 40.64531748203922, -74.10329647893322 40.645317349797715, -74.10327703879643 40.645317069185715, -74.10325624237532 40.64531662949599, -74.10323194846872 40.64531593359269, -74.1032095826239 40.64531511798605, -74.10318732529409 40.64531413928373, -74.10316567189092 40.64531302946016, -74.10312238682012 40.64531033790953, -74.10307675252245 40.645306813667496, -74.10305149741929 40.64530456429253, -74.10301649987144 40.6453010791227, -74.1029748574168 40.645296387794325, -74.10291657157047 40.64528881347754, -74.10283982790637 40.64527702320088, -74.10277819122761 40.645266134299746, -74.10275096167402 40.645260733907655, -74.10271898123969 40.64525416437688, -74.10269133759822 40.64524856172374, -74.10265800041041 40.645241518814245, -74.10261822198763 40.64523270221799, -74.10257081693352 40.64522159698863, -74.10252742145039 40.64521085557656, -74.1024810434564 40.645198757923445, -74.10243717310728 40.64518671565114, -74.10239657343506 40.645175045065756, -74.10230056949004 40.645150559856006, -74.10220838331506 40.64512622606234, -74.10204948127162 40.645080550590734, -74.1019028534536 40.6450340760702, -74.10175949348002 40.644984450258015, -74.10162518139327 40.6449340364227, -74.10153633394238 40.64489851739983, -74.10144102696111 40.644858420366305, -74.10139485625312 40.64483773294537, -74.1013408160093 40.64481432747145, -74.10125862129614 40.64478034766108, -74.1012180390393 40.64476427130691, -74.10114767467769 40.644737811141106, -74.10112119597332 40.64472914532255, -74.10109497525221 40.644721423915186, -74.10106636558675 40.644713934233614, -74.10103856862952 40.64470755867295, -74.10100641405202 40.64470124906878, -74.10097548386199 40.64469622702272, -74.10095909948909 40.644694046843746, -74.10093781767502 40.644691458523546, -74.1009227738081 40.64468995885539, -74.10090693691808 40.64468862917859, -74.10089104365441 40.64468754629122, -74.10086903940982 40.64468646335876, -74.10064138463795 40.64467802233605, -74.09980384687543 40.644691444154084, -74.0998034681343 40.64467772328026, -74.10064163347636 40.64466429100987, -74.10087005788128 40.644672761074034, -74.10089242745921 40.644673861696184, -74.10090872745056 40.64467497214261, -74.10092492969567 40.644676333016655, -74.10094040750526 40.644677875528515, -74.10096207006565 40.644680510340955, -74.10097891323512 40.64468275135195, -74.10101054229327 40.64468788714912, -74.1010434158779 40.64469433750178, -74.10107189403644 40.64470087005333, -74.10110115418418 40.64470852935978, -74.1011280029493 40.6447164357203, -74.1011552244637 40.644725344924474, -74.10122618500236 40.64475202879008, -74.10126707600338 40.64476822734009, -74.10134956645254 40.644802330254805, -74.10140387641779 40.64482585255421, -74.1014499524757 40.644846496830176, -74.10154487615598 40.64488643390246, -74.1016333509608 40.64492180286153, -74.10176720523982 40.64497204509339, -74.10191004354768 40.645021490354054, -74.10205612488149 40.645067791550346, -74.1022145159441 40.64511331978192, -74.10230638040355 40.64513756920822, -74.10240261614291 40.64516211364091, -74.10244340859973 40.64517383988465, -74.10248701637134 40.64518580944652, -74.10253312469783 40.64519783709722, -74.10257625051788 40.645208511208715, -74.1026233870972 40.64521955363916, -74.10266292543534 40.645228317317304, -74.10269606157024 40.64523531808062, -74.10272364370913 40.64524090727972, -74.10275557801617 40.645247467845266, -74.1027824977207 40.645252806377464, -74.10284364480513 40.645263609264305, -74.10291986814283 40.645275319857895, -74.10297769162514 40.6452828333518, -74.10301898643011 40.64528748536775, -74.10305371201262 40.64529094376493, -74.10307870816415 40.64529317085861, -74.10312402911846 40.645296670166275, -74.10316700913174 40.64529934307909, -74.10318844970949 40.64530044228709, -74.10321053323196 40.64530141304052, -74.10323271817755 40.64530222160527, -74.10325683118852 40.645302913168166, -74.10327745972086 40.645303349406575, -74.1032967520687 40.6453036274496, -74.10331180228367 40.64530375801325, -74.10333104463294 40.64530381366733, -74.10338160749106 40.64530336659351, -74.1034187038866 40.64530249305564, -74.1034469616399 40.645301517593516, -74.1035432686694 40.645299203039805, -74.10361389487265 40.6452968638186, -74.10374882139133 40.64529087889738, -74.10385422468545 40.64528481692338, -74.10401739189923 40.645273022149276, -74.10411465167172 40.645264589932694, -74.10428480320108 40.645247306098334, -74.10444174300343 40.64522848872125, -74.10445476275059 40.64522752144601, -74.10446687518841 40.6452262181996, -74.1044848541163 40.64522352282332, -74.10450597520384 40.645219158629374, -74.10452533341697 40.645213948645846, -74.10454649981294 40.64520681440791, -74.10456852955316 40.64519761449178, -74.10458782150478 40.64518785063519, -74.10460471180245 40.645177762972, -74.10462021777715 40.64516697956434, -74.10463520736401 40.64515485305054, -74.104650442622 40.645140318324366, -74.10466455804048 40.645124118655815, -74.10467535904478 40.64510905845684, -74.10491235095724 40.644591266684124, -74.10491549708702 40.644580869126415, -74.10491921858791 40.644569480473166, -74.10492535929532 40.644552303779676, -74.10492885511614 40.644543253078524, -74.10493399704949 40.644530725773556, -74.10494124207354 40.644514375648214, -74.10494872829238 40.644498791643784, -74.10496129482165 40.6444751046372, -74.10497588694393 40.644450192875695, -74.10498732786768 40.644432452118274, -74.10500085748508 40.6444130155769, -74.10501759094083 40.64439132481135, -74.10503401518187 40.644375985684356, -74.1050500506284 40.64436300536874, -74.10506886772755 40.64434994236328, -74.10509095862098 40.64433700963991, -74.10511101970222 40.64432713332707, -74.10512293086062 40.644321999388396, -74.10513845834656 40.644316043570875, -74.10515356875419 40.644310997656554, -74.10517076837428 40.644306087608946, -74.10519091918262 40.64430139638706, -74.1052114841818 40.64429771696569, -74.10534760175047 40.644282962526404)))",200,extending along Richmond Terrace and Snug Harbor Road between Tysen Street and Kissel Avenue,5000760200,"Sailors' Snug Harbor, Iron Fence",LP-00743,"Borough of Richmond Tax Map Block 76, Lot 1 in part, consisting of the land on which the described improvement is situated.",Footprint,Designated,,05/15/1973 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0743.pdf,3605.19429871,8988.03887798
1117,BK,1118,"MULTIPOLYGON (((-73.9638177161998 40.664490965488405, -73.96377034175536 40.66442130736454, -73.9637435670045 40.6644318655848, -73.96366599472861 40.66431780785477, -73.96381520015325 40.66425896653396, -73.96389429220953 40.66437526062261, -73.96388395657513 40.66437933671608, -73.96392981151132 40.66444675923605, -73.9638177161998 40.664490965488405)))",1,Flatbush Avenue near Empire Boulevard,3011170001,Peter Lefferts House,LP-00152,"Borough of Brooklyn Tax Map Block 1117, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,also known as the Lefferts Homestead,06/21/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0152.pdf,243.984276458,3185.32388928
1117,BK,1119,"MULTIPOLYGON (((-73.96749432380555 40.65325725593857, -73.96745585857188 40.653198655607625, -73.96769754634163 40.65310663594464, -73.96772613190207 40.653150184879486, -73.9677360117343 40.6531652370958, -73.96771665250476 40.653172607800435, -73.96749432380555 40.65325725593857)))",1,Prospect Park near Parkside Avenue,3011170001,Croquet Shelter,LP-00154,"Borough of Brooklyn Tax Map Block 1117, Lot 1 in part, consisting of the land on which the described improvement is situated.",Footprint,Designated,also known as the Grecian Shelter,12/10/1968 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0154.pdf,197.689004171,1789.59580466
